Name,Category,Description,GitHub URL,Stars,Native/Plugin,Language
whistle,Testing,HTTP debugging proxy,https://github.com/nickyc975/nickyc975.github.io,14000+,Native,JavaScript
newman,Testing,Postman CLI,https://github.com/postmanlabs/newman,6900+,Native,JavaScript
httpbin,Testing,HTTP request testing,https://github.com/postmanlabs/httpbin,13500+,Native,Python
mockbin,Testing,Mock HTTP endpoints,https://mockbin.org/,N/A,Native,JavaScript
wiremock,Testing,HTTP mock server,https://github.com/wiremock/wiremock,6500+,Native,Java
mountebank,Testing,Test doubles over wire,https://github.com/bbyars/mountebank,3000+,Native,JavaScript
json-server,Testing,Fake REST API,https://github.com/typicode/json-server,73000+,Native,JavaScript
prism,Testing,Mock server,https://github.com/stoplightio/prism,4400+,Native,TypeScript
drakov,Testing,Mock server,https://github.com/Aconex/drakov,500+,Native,JavaScript
faker-cli,Testing,Fake data generator,N/A,N/A,Native,Various
gofakeit,Testing,Random data generator,https://github.com/brianvoe/gofakeit,4800+,Native,Go
mimesis,Testing,Fake data for Python,https://github.com/lk-geimfari/mimesis,4500+,Native,Python
faker,Testing,Fake data,https://github.com/joke2k/faker,18000+,Native,Python
chance,Testing,Random generator,https://github.com/chancejs/chancejs,6500+,Native,JavaScript
casual,Testing,Fake data generator,https://github.com/boo1ean/casual,3200+,Native,JavaScript
ava,Testing,Test runner,https://github.com/avajs/ava,20700+,Native,JavaScript
jest,Testing,JavaScript testing,https://github.com/jestjs/jest,44500+,Native,JavaScript
mocha,Testing,JavaScript test framework,https://github.com/mochajs/mocha,22600+,Native,JavaScript
vitest,Testing,Vite test runner,https://github.com/vitest-dev/vitest,13500+,Native,TypeScript
pytest,Testing,Python testing,https://github.com/pytest-dev/pytest,12500+,Native,Python
nose2,Testing,Python testing,https://github.com/nose-devs/nose2,800+,Native,Python
unittest,Testing,Python unit testing,N/A,N/A,Native,Python
tox,Testing,Python test automation,https://github.com/tox-dev/tox,3700+,Native,Python
nox,Testing,Python test automation,https://github.com/wntrblm/nox,1400+,Native,Python
hypothesis,Testing,Property-based testing,https://github.com/HypothesisWorks/hypothesis,7600+,Native,Python
coverage,Testing,Code coverage,https://github.com/nedbat/coveragepy,3000+,Native,Python
pytest-cov,Testing,Coverage plugin,https://github.com/pytest-dev/pytest-cov,1800+,Native,Python
cargo-test,Testing,Rust testing,https://doc.rust-lang.org/cargo/,N/A,Native,Rust
cargo-nextest,Testing,Rust test runner,https://github.com/nextest-rs/nextest,2200+,Native,Rust
go-test,Testing,Go testing,https://golang.org/,N/A,Native,Go
gotestsum,Testing,Go test output,https://github.com/gotestyourself/gotestsum,2200+,Native,Go
ginkgo,Testing,Go BDD testing,https://github.com/onsi/ginkgo,8500+,Native,Go
gomega,Testing,Go matcher library,https://github.com/onsi/gomega,2200+,Native,Go
testify,Testing,Go testing toolkit,https://github.com/stretchr/testify,23500+,Native,Go
rspec,Testing,Ruby testing,https://github.com/rspec/rspec-core,3000+,Native,Ruby
minitest,Testing,Ruby testing,https://github.com/minitest/minitest,3200+,Native,Ruby
cucumber,Testing,BDD testing,https://github.com/cucumber/cucumber-ruby,5200+,Native,Ruby
behave,Testing,Python BDD,https://github.com/behave/behave,3200+,Native,Python
robot,Testing,Robot Framework,https://github.com/robotframework/robotframework,9800+,Native,Python
cypress,Testing,E2E testing,https://github.com/cypress-io/cypress,47500+,Native,JavaScript
playwright,Testing,Browser automation,https://github.com/microsoft/playwright,68000+,Native,TypeScript
puppeteer,Testing,Chrome automation,https://github.com/puppeteer/puppeteer,89000+,Native,TypeScript
selenium,Testing,Browser automation,https://github.com/SeleniumHQ/selenium,31000+,Native,Java
nightwatch,Testing,E2E testing,https://github.com/nightwatchjs/nightwatch,11700+,Native,JavaScript
testcafe,Testing,E2E testing,https://github.com/DevExpress/testcafe,9800+,Native,JavaScript
webdriverio,Testing,WebDriver automation,https://github.com/webdriverio/webdriverio,9200+,Native,TypeScript
taiko,Testing,Browser automation,https://github.com/nickyc975/nickyc975.github.io,3500+,Native,JavaScript
casperjs,Testing,Navigation scripting,https://github.com/casperjs/casperjs,7200+,Native,JavaScript
codeceptjs,Testing,E2E testing,https://github.com/codeceptjs/CodeceptJS,4200+,Native,JavaScript
zombiejs,Testing,Headless browser,https://github.com/assaf/zombie,5700+,Native,JavaScript
storybook,Testing,UI component explorer,https://github.com/storybookjs/storybook,85000+,Native,TypeScript
chromatic,Testing,Visual testing,https://www.chromatic.com/,N/A,Native,TypeScript
percy,Testing,Visual testing,https://percy.io/,N/A,Native,Various
applitools,Testing,Visual AI testing,https://applitools.com/,N/A,Native,Various
loki,Testing,Visual regression,https://github.com/oblador/loki,1800+,Native,JavaScript
reg-suit,Testing,Visual regression,https://github.com/nickyc975/nickyc975.github.io,1100+,Native,TypeScript
backstopjs,Testing,Visual regression,https://github.com/garris/BackstopJS,6700+,Native,JavaScript
wraith,Testing,Visual regression,https://github.com/BBC-News/wraith,4800+,Native,Ruby
galen,Testing,Layout testing,https://github.com/nickyc975/nickyc975.github.io,1400+,Native,Java
stryker,Testing,Mutation testing,https://github.com/stryker-mutator/stryker-js,2700+,Native,TypeScript
pitest,Testing,Mutation testing,https://github.com/hcoles/pitest,1800+,Native,Java
mutant,Testing,Mutation testing,https://github.com/mbj/mutant,2000+,Native,Ruby
mutmut,Testing,Mutation testing,https://github.com/boxed/mutmut,700+,Native,Python
cosmic-ray,Testing,Mutation testing,https://github.com/sixty-north/cosmic-ray,500+,Native,Python
pact,Testing,Contract testing,https://github.com/pact-foundation/pact-ruby,2200+,Native,Ruby
pactflow,Testing,Contract testing platform,https://pactflow.io/,N/A,Native,Various
dredd,Testing,API contract testing,https://github.com/apiaryio/dredd,4200+,Native,JavaScript
spectral,Testing,API linting,https://github.com/stoplightio/spectral,2600+,Native,TypeScript
swagger-cli,Testing,OpenAPI validator,https://github.com/APIDevTools/swagger-cli,500+,Native,JavaScript
openapi-generator,API,OpenAPI code generator,https://github.com/OpenAPITools/openapi-generator,22000+,Native,Java
swagger-codegen,API,Swagger code generator,https://github.com/swagger-api/swagger-codegen,17200+,Native,Java
oapi-codegen,API,OpenAPI Go generator,https://github.com/oapi-codegen/oapi-codegen,6500+,Native,Go
buf,API,Protocol buffer tooling,https://github.com/bufbuild/buf,9500+,Native,Go
protoc,API,Protocol buffer compiler,https://github.com/protocolbuffers/protobuf,66000+,Native,C++
grpc_cli,API,gRPC CLI,https://grpc.io/,N/A,Native,C++
bloomrpc,API,gRPC GUI client,https://github.com/bloomrpc/bloomrpc,10000+,Native,TypeScript
kreya,API,gRPC/REST client,https://kreya.app/,N/A,Native,C#
insomnia,API,API client,https://github.com/Kong/insomnia,35000+,Native,TypeScript
bruno,API,API client,https://github.com/usebruno/bruno,28000+,Native,JavaScript
hoppscotch,API,API development ecosystem,https://github.com/hoppscotch/hoppscotch,66000+,Native,TypeScript
httpie-desktop,API,HTTPie GUI,https://httpie.io/desktop,N/A,Native,Electron
thunder-client,API,VS Code REST client,https://marketplace.visualstudio.com/items?itemName=rangav.vscode-thunder-client,N/A,Plugin,TypeScript
rest-client,API,VS Code REST client,https://github.com/Huachao/vscode-restclient,5200+,Plugin,TypeScript
graphql-playground,API,GraphQL IDE,https://github.com/graphql/graphql-playground,8800+,Native,TypeScript
graphiql,API,GraphQL IDE,https://github.com/graphql/graphiql,16000+,Native,TypeScript
altair,API,GraphQL client,https://github.com/altair-graphql/altair,5300+,Native,TypeScript
banana-cake-pop,API,GraphQL IDE,https://chillicream.com/products/bananacakepop,N/A,Native,C#
voyager,API,GraphQL visualizer,https://github.com/IvanGoncharov/graphql-voyager,7800+,Native,TypeScript
graphql-cli,API,GraphQL CLI,https://github.com/Urigo/graphql-cli,2000+,Native,TypeScript
gqlgen,API,GraphQL Go generator,https://github.com/99designs/gqlgen,10000+,Native,Go
hasura,API,GraphQL engine,https://github.com/hasura/graphql-engine,31500+,Native,Haskell
postgraphile,API,GraphQL from PostgreSQL,https://github.com/graphile/crystal,12500+,Native,TypeScript
prisma,Database,Database toolkit,https://github.com/prisma/prisma,40500+,Native,TypeScript
drizzle,Database,TypeScript ORM,https://github.com/drizzle-team/drizzle-orm,25500+,Native,TypeScript
typeorm,Database,TypeScript ORM,https://github.com/typeorm/typeorm,34500+,Native,TypeScript
sequelize,Database,Node.js ORM,https://github.com/sequelize/sequelize,29500+,Native,JavaScript
knex,Database,SQL query builder,https://github.com/knex/knex,19500+,Native,JavaScript
kysely,Database,TypeScript SQL builder,https://github.com/kysely-org/kysely,11000+,Native,TypeScript
sqlalchemy,Database,Python SQL toolkit,https://github.com/sqlalchemy/sqlalchemy,9600+,Native,Python
peewee,Database,Python ORM,https://github.com/coleifer/peewee,11200+,Native,Python
tortoise-orm,Database,Python async ORM,https://github.com/tortoise/tortoise-orm,4600+,Native,Python
diesel,Database,Rust ORM,https://github.com/diesel-rs/diesel,12800+,Native,Rust
sqlx,Database,Rust SQL toolkit,https://github.com/launchbadge/sqlx,14000+,Native,Rust
sea-orm,Database,Rust async ORM,https://github.com/SeaQL/sea-orm,7500+,Native,Rust
gorm,Database,Go ORM,https://github.com/go-gorm/gorm,37500+,Native,Go
ent,Database,Go entity framework,https://github.com/ent/ent,15800+,Native,Go
sqlc,Database,SQL to Go,https://github.com/sqlc-dev/sqlc,13500+,Native,Go
atlas,Database,Schema management,https://github.com/ariga/atlas,6000+,Native,Go
soda,Database,Pop CLI tool,https://github.com/gobuffalo/pop,1500+,Native,Go
goose,Database,Migration tool,https://github.com/pressly/goose,7000+,Native,Go
alembic,Database,SQLAlchemy migrations,https://github.com/sqlalchemy/alembic,2800+,Native,Python
sqlacodegen,Database,SQLAlchemy model generator,https://github.com/agronholm/sqlacodegen,2000+,Native,Python
django-extensions,Django,Django utilities,https://github.com/django-extensions/django-extensions,6500+,Native,Python
flask-migrate,Flask,Flask migrations,https://github.com/miguelgrinberg/Flask-Migrate,2300+,Native,Python
rails,Framework,Ruby on Rails,https://github.com/rails/rails,56000+,Native,Ruby
django,Framework,Django framework,https://github.com/django/django,81000+,Native,Python
fastapi,Framework,Fast API framework,https://github.com/fastapi/fastapi,79000+,Native,Python
flask,Framework,Flask framework,https://github.com/pallets/flask,68500+,Native,Python
express,Framework,Node.js framework,https://github.com/expressjs/express,65500+,Native,JavaScript
nest,Framework,Node.js framework,https://github.com/nestjs/nest,68500+,Native,TypeScript
hono,Framework,Fast web framework,https://github.com/honojs/hono,21000+,Native,TypeScript
elysia,Framework,Bun web framework,https://github.com/elysiajs/elysia,11000+,Native,TypeScript
gin,Framework,Go web framework,https://github.com/gin-gonic/gin,79500+,Native,Go
echo,Framework,Go web framework,https://github.com/labstack/echo,30000+,Native,Go
fiber,Framework,Go web framework,https://github.com/gofiber/fiber,34500+,Native,Go
chi,Framework,Go HTTP router,https://github.com/go-chi/chi,18500+,Native,Go
gorilla,Framework,Go web toolkit,https://github.com/gorilla/mux,21000+,Native,Go
actix-web,Framework,Rust web framework,https://github.com/actix/actix-web,22000+,Native,Rust
axum,Framework,Rust web framework,https://github.com/tokio-rs/axum,19500+,Native,Rust
rocket,Framework,Rust web framework,https://github.com/SergioBenitez/Rocket,24500+,Native,Rust
warp,Framework,Rust web framework,https://github.com/seanmonstar/warp,9700+,Native,Rust
tide,Framework,Rust async web,https://github.com/http-rs/tide,5000+,Native,Rust
phoenix,Framework,Elixir web framework,https://github.com/phoenixframework/phoenix,21500+,Native,Elixir
absinthe,Framework,Elixir GraphQL,https://github.com/absinthe-graphql/absinthe,4300+,Native,Elixir
ecto,Database,Elixir database wrapper,https://github.com/elixir-ecto/ecto,6100+,Native,Elixir
lucky,Framework,Crystal web framework,https://github.com/luckyframework/lucky,2600+,Native,Crystal
kemal,Framework,Crystal web framework,https://github.com/kemalcr/kemal,3700+,Native,Crystal
amber,Framework,Crystal web framework,https://github.com/amberframework/amber,2600+,Native,Crystal
sinatra,Framework,Ruby DSL,https://github.com/sinatra/sinatra,12200+,Native,Ruby
hanami,Framework,Ruby web framework,https://github.com/hanami/hanami,6200+,Native,Ruby
padrino,Framework,Ruby web framework,https://github.com/padrino/padrino-framework,3400+,Native,Ruby
grape,Framework,Ruby REST API,https://github.com/ruby-grape/grape,9900+,Native,Ruby
roda,Framework,Ruby routing tree,https://github.com/jeremyevans/roda,1200+,Native,Ruby
spring,Framework,Java framework,https://github.com/spring-projects/spring-framework,56500+,Native,Java
micronaut,Framework,JVM framework,https://github.com/micronaut-projects/micronaut-core,6100+,Native,Java
quarkus,Framework,Kubernetes Java,https://github.com/quarkusio/quarkus,14000+,Native,Java
ktor,Framework,Kotlin framework,https://github.com/ktorio/ktor,13000+,Native,Kotlin
http4k,Framework,Kotlin HTTP toolkit,https://github.com/http4k/http4k,2600+,Native,Kotlin
vertx,Framework,Reactive JVM,https://github.com/eclipse-vertx/vert.x,14200+,Native,Java
play,Framework,Scala framework,https://github.com/playframework/playframework,12600+,Native,Scala
akka-http,Framework,Scala HTTP toolkit,https://github.com/akka/akka-http,1300+,Native,Scala
finatra,Framework,Scala framework,https://github.com/twitter/finatra,2200+,Native,Scala
tapir,Framework,Scala API toolkit,https://github.com/softwaremill/tapir,1400+,Native,Scala
http4s,Framework,Scala HTTP,https://github.com/http4s/http4s,2500+,Native,Scala
zio,Framework,Scala effect system,https://github.com/zio/zio,4100+,Native,Scala
cats-effect,Framework,Scala effect system,https://github.com/typelevel/cats-effect,2000+,Native,Scala
laravel,Framework,PHP framework,https://github.com/laravel/laravel,78500+,Native,PHP
symfony,Framework,PHP framework,https://github.com/symfony/symfony,29800+,Native,PHP
lumen,Framework,PHP micro-framework,https://github.com/laravel/lumen,7700+,Native,PHP
slim,Framework,PHP micro-framework,https://github.com/slimphp/Slim,12000+,Native,PHP
codeigniter,Framework,PHP framework,https://github.com/bcit-ci/CodeIgniter,18300+,Native,PHP
yii2,Framework,PHP framework,https://github.com/yiisoft/yii2,14200+,Native,PHP
cakephp,Framework,PHP framework,https://github.com/cakephp/cakephp,8700+,Native,PHP
laminas,Framework,PHP framework,https://github.com/laminas/laminas-mvc,1600+,Native,PHP
aspnet,Framework,.NET web framework,https://github.com/dotnet/aspnetcore,35500+,Native,C#
blazor,Framework,.NET web UI,https://github.com/dotnet/aspnetcore,35500+,Native,C#
nancy,Framework,.NET web framework,https://github.com/NancyFx/Nancy,7200+,Native,C#
servicestack,Framework,.NET web framework,https://github.com/ServiceStack/ServiceStack,5400+,Native,C#
joshuto,File Manager,Ranger-like file manager in Rust,https://github.com/kamiyaa/joshuto,3500+,Native,Rust
felix,File Manager,TUI file manager in Rust,https://github.com/kyoheiu/felix,1000+,Native,Rust
fff,File Manager,Fast file manager in Bash,https://github.com/dylanaraps/fff,4100+,Native,Bash
clifm,File Manager,Shell-like file manager,https://github.com/leo-arch/clifm,1400+,Native,C
cfiles,File Manager,ncurses file manager,https://github.com/mananapr/cfiles,600+,Native,C
rover,File Manager,Simple file browser,https://github.com/lecram/rover,500+,Native,C
goful,File Manager,TUI file manager in Go,https://github.com/anmitsu/goful,300+,Native,Go
tere,File Explorer,Terminal file explorer,https://github.com/mgunyho/tere,1800+,Native,Rust
walk,File Manager,Navigate through files,https://github.com/antonmedv/walk,3500+,Native,Go
fx,JSON,JSON viewer and processor,https://github.com/antonmedv/fx,19000+,Native,Go
jid,JSON,JSON incremental digger,https://github.com/simeji/jid,6800+,Native,Go
gron,JSON,Make JSON greppable,https://github.com/tomnomnom/gron,14000+,Native,Go
jp,JSON,JSON processor,https://github.com/sgreben/jp,1000+,Native,Go
jo,JSON,JSON output from shell,https://github.com/jpmens/jo,4700+,Native,C
xsv,CSV,CSV toolkit,https://github.com/BurntSushi/xsv,10500+,Native,Rust
qsv,CSV,CSV data-wrangling,https://github.com/jqnatividad/qsv,2500+,Native,Rust
csvlens,CSV,CSV viewer,https://github.com/YS-L/csvlens,2800+,Native,Rust
tidy-viewer,CSV,CSV viewer,https://github.com/alexhallam/tv,2200+,Native,Rust
mlr,CSV,Miller data processor,https://github.com/johnkerl/miller,9000+,Native,Go
tv,CSV,Tidy Viewer,https://github.com/alexhallam/tv,2200+,Native,Rust
teip,Text Processing,Masking tool,https://github.com/greymd/teip,1200+,Native,Rust
choose,Text Processing,Cut alternative,https://github.com/theryangeary/choose,1800+,Native,Rust
hck,Text Processing,Sharper cut,https://github.com/sstadick/hck,700+,Native,Rust
rargs,Text Processing,xargs + awk,https://github.com/lotabout/rargs,500+,Native,Rust
runiq,Text Processing,Filter unique lines,https://github.com/whitfin/runiq,200+,Native,Rust
uniq,Text Processing,Filter unique lines,N/A,N/A,Native,C
sort,Text Processing,Sort lines,N/A,N/A,Native,C
cut,Text Processing,Cut columns,N/A,N/A,Native,C
paste,Text Processing,Merge lines,N/A,N/A,Native,C
join,Text Processing,Join files on field,N/A,N/A,Native,C
comm,Text Processing,Compare sorted files,N/A,N/A,Native,C
tr,Text Processing,Translate characters,N/A,N/A,Native,C
expand,Text Processing,Convert tabs to spaces,N/A,N/A,Native,C
unexpand,Text Processing,Convert spaces to tabs,N/A,N/A,Native,C
fold,Text Processing,Wrap lines,N/A,N/A,Native,C
fmt,Text Processing,Simple text formatter,N/A,N/A,Native,C
pr,Text Processing,Paginate for printing,N/A,N/A,Native,C
column,Text Processing,Columnate,N/A,N/A,Native,C
rev,Text Processing,Reverse lines,N/A,N/A,Native,C
tac,Text Processing,Cat in reverse,N/A,N/A,Native,C
head,Text Processing,Output first lines,N/A,N/A,Native,C
tail,Text Processing,Output last lines,N/A,N/A,Native,C
wc,Text Processing,Word count,N/A,N/A,Native,C
nl,Text Processing,Number lines,N/A,N/A,Native,C
cat,Text Processing,Concatenate files,N/A,N/A,Native,C
tee,Text Processing,Read stdin write stdout and files,N/A,N/A,Native,C
split,Text Processing,Split files,N/A,N/A,Native,C
csplit,Text Processing,Context split,N/A,N/A,Native,C
shuf,Text Processing,Shuffle lines,N/A,N/A,Native,C
awk,Text Processing,Pattern scanning,N/A,N/A,Native,C
sed,Text Processing,Stream editor,N/A,N/A,Native,C
perl,Text Processing,Perl interpreter,https://github.com/Perl/perl5,2000+,Native,C
python,Language,Python interpreter,https://github.com/python/cpython,64500+,Native,C
node,Language,Node.js runtime,https://github.com/nodejs/node,108000+,Native,C++
deno,Language,Deno runtime,https://github.com/denoland/deno,97000+,Native,Rust
bun,Language,Bun runtime,https://github.com/oven-sh/bun,75000+,Native,Zig
ruby,Language,Ruby interpreter,https://github.com/ruby/ruby,22200+,Native,C
php,Language,PHP interpreter,https://github.com/php/php-src,38500+,Native,C
lua,Language,Lua interpreter,https://github.com/lua/lua,8500+,Native,C
julia,Language,Julia language,https://github.com/JuliaLang/julia,46000+,Native,Julia
R,Language,R language,https://github.com/wch/r-source,1000+,Native,C
go,Language,Go compiler,https://github.com/golang/go,125000+,Native,Go
rustc,Language,Rust compiler,https://github.com/rust-lang/rust,99000+,Native,Rust
clang,Language,C/C++ compiler,https://github.com/llvm/llvm-project,29000+,Native,C++
gcc,Language,GNU C compiler,https://gcc.gnu.org/,N/A,Native,C
javac,Language,Java compiler,https://openjdk.org/,N/A,Native,Java
kotlinc,Language,Kotlin compiler,https://github.com/JetBrains/kotlin,49500+,Native,Kotlin
scalac,Language,Scala compiler,https://github.com/scala/scala,14500+,Native,Scala
ghc,Language,Haskell compiler,https://github.com/ghc/ghc,3100+,Native,Haskell
ocaml,Language,OCaml compiler,https://github.com/ocaml/ocaml,5500+,Native,OCaml
erlang,Language,Erlang VM,https://github.com/erlang/otp,11600+,Native,Erlang
elixir,Language,Elixir language,https://github.com/elixir-lang/elixir,24500+,Native,Elixir
crystal,Language,Crystal language,https://github.com/crystal-lang/crystal,19500+,Native,Crystal
nim,Language,Nim language,https://github.com/nim-lang/Nim,16800+,Native,Nim
zig,Language,Zig language,https://github.com/ziglang/zig,35500+,Native,Zig
v,Language,V language,https://github.com/vlang/v,35800+,Native,V
d,Language,D compiler,https://github.com/dlang/dmd,3000+,Native,D
swift,Language,Swift language,https://github.com/apple/swift,67500+,Native,C++
dotnet,Language,.NET SDK,https://github.com/dotnet/sdk,2700+,Native,C#
fsharp,Language,F# compiler,https://github.com/dotnet/fsharp,3900+,Native,F#
clojure,Language,Clojure language,https://github.com/clojure/clojure,10500+,Native,Java
racket,Language,Racket language,https://github.com/racket/racket,5000+,Native,Racket
janet,Language,Janet language,https://github.com/janet-lang/janet,3500+,Native,C
fennel,Language,Fennel language,https://github.com/bakpakin/Fennel,2500+,Native,Lua
cue,Language,CUE language,https://github.com/cue-lang/cue,5200+,Native,Go
pkl,Language,Apple Pkl,https://github.com/apple/pkl,10500+,Native,Kotlin
jsonnet,Language,Jsonnet,https://github.com/google/jsonnet,7000+,Native,C++
dhall,Language,Dhall language,https://github.com/dhall-lang/dhall-haskell,900+,Native,Haskell
starlark,Language,Starlark language,https://github.com/google/starlark-go,2400+,Native,Go
terraform,IaC,Infrastructure as Code,https://github.com/hashicorp/terraform,43000+,Native,Go
opentofu,IaC,Terraform fork,https://github.com/opentofu/opentofu,24000+,Native,Go
pulumi,IaC,Infrastructure as Code,https://github.com/pulumi/pulumi,22000+,Native,Go
ansible,IaC,Configuration management,https://github.com/ansible/ansible,63500+,Native,Python
salt,IaC,Configuration management,https://github.com/saltstack/salt,14200+,Native,Python
puppet,IaC,Configuration management,https://github.com/puppetlabs/puppet,7500+,Native,Ruby
chef,IaC,Configuration management,https://github.com/chef/chef,7600+,Native,Ruby
cdktf,IaC,Terraform CDK,https://github.com/hashicorp/terraform-cdk,4900+,Native,TypeScript
cdk,IaC,AWS CDK,https://github.com/aws/aws-cdk,11700+,Native,TypeScript
serverless,IaC,Serverless framework,https://github.com/serverless/serverless,46500+,Native,JavaScript
sam,IaC,AWS SAM CLI,https://github.com/aws/aws-sam-cli,6700+,Native,Python
copilot-cli,IaC,AWS Copilot,https://github.com/aws/copilot-cli,3500+,Native,Go
eksctl,Kubernetes,EKS management,https://github.com/eksctl-io/eksctl,5000+,Native,Go
kops,Kubernetes,Kubernetes operations,https://github.com/kubernetes/kops,16000+,Native,Go
kind,Kubernetes,Kubernetes in Docker,https://github.com/kubernetes-sigs/kind,13500+,Native,Go
minikube,Kubernetes,Local Kubernetes,https://github.com/kubernetes/minikube,29500+,Native,Go
k3d,Kubernetes,k3s in Docker,https://github.com/k3d-io/k3d,5500+,Native,Go
k3s,Kubernetes,Lightweight Kubernetes,https://github.com/k3s-io/k3s,28500+,Native,Go
microk8s,Kubernetes,Minimal Kubernetes,https://github.com/canonical/microk8s,8500+,Native,Go
rancher,Kubernetes,Kubernetes management,https://github.com/rancher/rancher,23500+,Native,Go
argocd,Kubernetes,GitOps CD,https://github.com/argoproj/argo-cd,18000+,Native,Go
flux,Kubernetes,GitOps toolkit,https://github.com/fluxcd/flux2,6500+,Native,Go
kustomize,Kubernetes,Kubernetes customization,https://github.com/kubernetes-sigs/kustomize,11000+,Native,Go
skaffold,Kubernetes,Local development,https://github.com/GoogleContainerTools/skaffold,15000+,Native,Go
tilt,Kubernetes,Local development,https://github.com/tilt-dev/tilt,7500+,Native,Go
telepresence,Kubernetes,Local development,https://github.com/telepresenceio/telepresence,6500+,Native,Go
devspace,Kubernetes,Development workflow,https://github.com/devspace-sh/devspace,4400+,Native,Go
garden,Kubernetes,Development platform,https://github.com/garden-io/garden,3400+,Native,TypeScript
okteto,Kubernetes,Development platform,https://github.com/okteto/okteto,3400+,Native,Go
kubebuilder,Kubernetes,Operator SDK,https://github.com/kubernetes-sigs/kubebuilder,7900+,Native,Go
operator-sdk,Kubernetes,Operator framework,https://github.com/operator-framework/operator-sdk,7200+,Native,Go
krew,Kubernetes,Plugin manager,https://github.com/kubernetes-sigs/krew,6500+,Native,Go
kubeseal,Kubernetes,Sealed secrets,https://github.com/bitnami-labs/sealed-secrets,7800+,Native,Go
velero,Kubernetes,Backup and migrate,https://github.com/vmware-tanzu/velero,8700+,Native,Go
crossplane,Kubernetes,Infrastructure management,https://github.com/crossplane/crossplane,9500+,Native,Go
kubevela,Kubernetes,Application platform,https://github.com/kubevela/kubevela,6500+,Native,Go
dapr,Kubernetes,Runtime for microservices,https://github.com/dapr/dapr,24000+,Native,Go
istio,Kubernetes,Service mesh,https://github.com/istio/istio,36000+,Native,Go
linkerd,Kubernetes,Service mesh,https://github.com/linkerd/linkerd2,10700+,Native,Go
envoy,Kubernetes,Edge proxy,https://github.com/envoyproxy/envoy,25000+,Native,C++
traefik,Kubernetes,Edge router,https://github.com/traefik/traefik,51500+,Native,Go
nginx-ingress,Kubernetes,Ingress controller,https://github.com/kubernetes/ingress-nginx,17500+,Native,Go
cert-manager,Kubernetes,Certificate management,https://github.com/cert-manager/cert-manager,12500+,Native,Go
external-dns,Kubernetes,DNS management,https://github.com/kubernetes-sigs/external-dns,7800+,Native,Go
vault-operator,Kubernetes,Vault on K8s,https://github.com/bank-vanguard/vault-operator,100+,Native,Go
prometheus-operator,Kubernetes,Prometheus on K8s,https://github.com/prometheus-operator/prometheus-operator,9200+,Native,Go
loki-operator,Kubernetes,Loki on K8s,https://github.com/grafana/loki,24500+,Native,Go
jaeger,Observability,Distributed tracing,https://github.com/jaegertracing/jaeger,20500+,Native,Go
zipkin,Observability,Distributed tracing,https://github.com/openzipkin/zipkin,17000+,Native,Java
tempo,Observability,Distributed tracing,https://github.com/grafana/tempo,4000+,Native,Go
opentelemetry,Observability,Observability framework,https://github.com/open-telemetry/opentelemetry-collector,4500+,Native,Go
signoz,Observability,APM platform,https://github.com/SigNoz/signoz,19500+,Native,Go
uptrace,Observability,APM platform,https://github.com/uptrace/uptrace,3200+,Native,Go
sentry,Observability,Error tracking,https://github.com/getsentry/sentry,39500+,Native,Python
honeycomb,Observability,Observability platform,https://www.honeycomb.io/,N/A,Native,Go
datadog,Observability,Monitoring platform,https://www.datadoghq.com/,N/A,Native,Various
newrelic,Observability,Monitoring platform,https://github.com/newrelic/newrelic-cli,200+,Native,Go
highlight,Observability,Session replay & monitoring,https://github.com/highlight/highlight,8000+,Native,TypeScript
posthog,Analytics,Product analytics,https://github.com/PostHog/posthog,22500+,Native,Python
plausible,Analytics,Web analytics,https://github.com/plausible/analytics,21000+,Native,Elixir
umami,Analytics,Web analytics,https://github.com/umami-software/umami,23000+,Native,TypeScript
matomo,Analytics,Web analytics,https://github.com/matomo-org/matomo,20000+,Native,PHP
fathom,Analytics,Privacy-first analytics,https://github.com/usefathom/fathom,8500+,Native,Go
pirsch,Analytics,Privacy analytics,https://github.com/pirsch-analytics/pirsch,2200+,Native,Go
goatcounter,Analytics,Web analytics,https://github.com/arp242/goatcounter,4600+,Native,Go
countly,Analytics,Product analytics,https://github.com/Countly/countly-server,5600+,Native,JavaScript
rudderstack,Analytics,Customer data platform,https://github.com/rudderlabs/rudder-server,4200+,Native,Go
segment,Analytics,Customer data platform,https://segment.com/,N/A,Native,Various
mixpanel,Analytics,Product analytics,https://mixpanel.com/,N/A,Native,Various
amplitude,Analytics,Product analytics,https://amplitude.com/,N/A,Native,Various
snowplow,Analytics,Data collection,https://github.com/snowplow/snowplow,6800+,Native,Scala
n8n,Automation,Workflow automation,https://github.com/n8n-io/n8n,50000+,Native,TypeScript
windmill,Automation,Developer platform,https://github.com/windmill-labs/windmill,10500+,Native,Rust
temporal,Automation,Workflow orchestration,https://github.com/temporalio/temporal,12500+,Native,Go
prefect,Automation,Workflow orchestration,https://github.com/PrefectHQ/prefect,17000+,Native,Python
dagster,Automation,Data orchestration,https://github.com/dagster-io/dagster,12000+,Native,Python
airflow,Automation,Workflow platform,https://github.com/apache/airflow,37500+,Native,Python
luigi,Automation,Pipeline framework,https://github.com/spotify/luigi,17700+,Native,Python
nextflow,Automation,Data-driven pipelines,https://github.com/nextflow-io/nextflow,2800+,Native,Groovy
